orbit_lengths	representatives
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8	4
2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	4
2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,16,16,16,16	4
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,16,16	4
2,2,2,2,2,2,2,2,2,2,3,3,3,3,6,6,6,6,8,8,24,24	4
2,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,16,48	4
2,2,2,2,2,2,2,2,2,2,4,16,16,16,16,32	4
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,16,16,32	4
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	4
2,2,2,2,2,2,2,2,2,2,4,4,4,8,8,8,8,8,8,8,16,16	4
2,2,2,2,2,2,2,2,2,2,4,8,8,8,8,32,32	4
2,2,2,2,2,2,2,2,2,2,6,6,6,6,12,16,16,16,16	4
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,16	4
2,2,2,2,2,2,2,2,4,4,8,8,16,16,16,32	4
2,2,2,2,2,2,4,4,6,6,8,8,12,12,16,16,16	4
2,2,2,2,2,2,6,6,8,16,16,24,32	4
2,2,2,2,2,2,6,6,8,8,8,8,8,24,32	4
2,2,2,2,2,2,8,8,8,8,8,8,12,16,16,16	4
2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,12	4
2,2,2,2,3,3,3,3,4,4,4,4,4,8,12,12,12,12,24	4
2,2,2,2,4,4,8,8,8,16,64	4
2,2,3,3,4,4,4,4,6,8,8,12,12,24,24	4
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	4
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,16,16,16	4
2,2,4,4,4,4,4,4,4,4,6,6,8,8,8,8,12,12,16	4
2,2,4,4,4,4,4,4,6,6,8,8,8,16,16,24	4
2,2,4,4,4,4,4,4,8,8,8,12,16,16,24	4
2,2,4,4,4,4,8,8,8,8,8,8,12,12,12,16	4
2,2,4,4,6,6,6,6,12,12,12,24,24	4
2,3,3,3,3,4,6,12,12,12,12,12,12,24	4
2,3,3,3,3,4,6,6,6,12,12,12,12,12,12,12	4
2,4,4,4,4,6,12,12,24,24,24	4
2,4,4,4,4,6,6,6,6,6,6,6,12,12,12,12,12	4
2,4,4,6,6,6,8,12,12,12,24,24	4
2,4,6,12,24,24,48	4
2,6,6,6,12,16,16,24,32	4
3,3,3,3,9,9,9,9,18,18,18,18	4
3,3,3,3,9,9,9,9,9,9,27,27	4
3,3,3,6,6,6,9,12,18,18,36	4
3,3,6,9,9,9,9,9,9,18,18,18	4
30,30,30,30	4
4,16,16,20,32,32	4
4,4,12,12,16,24,24,24	4
4,4,4,4,4,4,12,12,24,24,24	4
4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,12	4
4,6,6,6,6,6,6,6,6,8,12,12,12,12,12	4
4,8,12,12,12,24,24,24	4
5,5,5,5,25,25,25,25	4
6,18,18,18,30,30	4
6,6,12,24,24,24,24	4
6,6,6,6,48,48	4
6,6,6,6,6,6,6,6,12,12,12,12,12,12	4
6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10	4
8,12,12,16,16,16,16,24	4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6	3
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6	3
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8	3
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,6,6,6,6,6,6,8,8,8,8,8,8,8,8	3
1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	3
1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	3
1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,12	3
1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,16,16,16,16	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,6,6,6,6,8,8,8,8,12	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,6,6,6,6,6,6,12,12,12,12	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,12,12,12	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6,16,16,16,16	3
1,1,1,1,1,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6,8,8,8,8,8,8,8,8	3
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,16,16,16,16	3
1,1,1,1,1,1,1,1,2,2,2,2,4,4,8,8,8,8,8,8,8,8,8,8,8,8	3
1,1,1,1,1,1,1,1,2,2,2,2,8,8,8,8,8,8,8,8,8,16,16	3
1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,16,16	3
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,12,12,12,12,12,12,12	3
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	3
1,1,1,1,1,1,10,10,10,16,16,16,16,20	3
1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,16,16,16,16	3
1,1,1,1,2,10,10,10,10,10,32,32	3
1,1,1,1,2,2,16,16,16,16,16,32	3
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6	3
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	3
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,8,8,8,8,8,8,8	3
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	3
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16	3
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,6,6,8,8,8,8,8,8,12,12	3
1,1,1,1,2,2,2,2,2,2,2,2,4,8,8,8,8,16,16,16,16	3
1,1,1,1,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,8,8,16,16	3
1,1,1,1,2,2,2,2,2,2,2,2,6,6,6,6,8,8,8,8,8,8,8,8,12	3
1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,6,6,6,6,6,6,12,12,12	3
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,8,8,16,16,16,16	3
1,1,1,1,2,2,2,2,2,2,4,4,4,4,8,8,8,16,16,16,16	3
1,1,1,1,2,2,2,2,2,2,8,8,8,8,8,8,8,16,16,16	3
1,1,1,1,2,2,2,2,4,4,12,12,12,16,16,16,16	3
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16	3
1,1,1,1,2,2,2,2,4,4,4,4,4,4,6,6,12,12,12,12,12,12	3
1,1,1,1,2,2,2,2,4,4,4,8,8,8,8,8,8,8,8,8,8,16	3
1,1,1,1,2,2,2,2,4,4,6,6,12,12,16,16,16,16	3
1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10	3
1,1,1,1,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8	3
1,1,1,1,2,2,8,8,8,8,8,8,8,8,8,8,16,16	3
1,1,1,1,2,3,3,3,3,6,6,6,6,6,6,6,6,6,12,12,12,12	3
1,1,1,1,4,16,16,16,32,32	3
1,1,1,1,4,4,4,4,4,4,4,8,8,8,8,8,16,16,16	3
1,1,1,1,4,4,4,4,4,8,8,8,8,8,8,8,8,32	3
1,1,1,1,6,6,6,6,6,6,15,15,15,15,20	3
1,1,1,3,3,3,3,3,3,3,3,3,3,6,9,9,9,18,18,18	3
1,1,1,3,3,3,3,3,3,6,6,6,9,9,9,9,9,9,9,18	3
1,1,1,3,3,3,4,4,4,24,24,24,24	3
1,1,15,15,24,24,40	3
1,1,2,2,10,10,10,10,10,32,32	3
1,1,2,2,10,10,10,16,16,20,32	3
1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,6,6,6,12,12,12,12	3
1,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,16,16,16,16	3
1,1,2,2,2,2,5,5,5,5,5,5,10,10,10,10,10,10,10,10	3
1,1,2,2,2,3,3,4,4,4,4,4,4,4,6,6,6,12,12,12,12,12	3
1,1,2,2,2,4,4,4,4,8,8,16,16,16,32	3
1,1,2,2,2,4,4,4,4,8,8,8,8,8,8,16,16,16	3
1,1,2,2,2,4,4,4,6,6,12,12,16,16,16,16	3
1,1,2,2,2,4,4,8,8,8,16,32,32	3
1,1,2,2,2,8,8,8,8,16,16,16,16,16	3
1,1,2,2,2,8,8,8,8,8,8,16,16,16,16	3
1,1,2,2,2,8,8,8,8,8,8,16,16,32	3
1,1,2,2,3,3,6,6,6,6,6,6,6,6,12,12,12,12,12	3
1,1,2,2,3,3,6,6,6,6,6,6,6,6,6,6,12,12,12,12	3
1,1,2,3,3,4,4,6,6,6,12,12,12,12,12,24	3
1,1,2,4,4,4,4,4,16,16,16,16,32	3
1,1,2,4,4,4,4,4,32,64	3
1,1,2,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	3
1,1,2,4,4,4,8,8,8,8,8,8,8,16,16,16	3
1,1,3,3,12,12,16,24,24,24	3
1,1,3,3,12,16,18,18,48	3
1,1,3,3,3,3,3,3,4,12,12,12,12,12,12,24	3
1,1,3,3,3,3,3,3,4,12,12,12,12,24,24	3
1,1,3,3,3,3,3,3,4,12,12,12,24,36	3
1,1,3,3,4,12,12,12,18,18,36	3
1,1,3,3,4,4,4,4,12,12,12,12,12,12,12,12	3
1,1,3,3,4,4,6,6,6,6,8,12,12,12,12,24	3
1,1,3,3,4,4,6,6,8,12,12,12,12,12,24	3
1,1,3,3,4,4,8,12,12,12,12,12,12,24	3
1,1,3,3,4,6,6,12,12,12,12,12,12,24	3
1,1,3,3,4,6,6,12,12,12,18,18,24	3
1,1,3,3,4,6,6,12,12,36,36	3
1,1,3,3,4,6,6,6,6,12,12,12,24,24	3
1,1,3,3,6,6,16,36,48	3
1,1,3,3,8,8,12,12,24,48	3
1,1,4,6,9,9,12,12,12,18,36	3
1,1,6,12,18,18,64	3
1,1,6,16,16,16,16,24,24	3
1,1,6,6,6,12,12,12,16,16,32	3
1,1,6,6,6,16,36,48	3
1,1,6,6,6,36,64	3
1,14,21,21,63	3
1,14,21,84	3
1,2,3,3,3,3,3,3,6,6,6,9,9,9,9,9,18,18	3
1,2,3,3,6,6,6,6,6,9,18,18,18,18	3
1,2,3,6,12,24,24,24,24	3
1,2,3,6,6,6,12,12,12,12,24,24	3
1,2,9,9,9,9,27,54	3
1,2,9,9,9,9,9,9,9,18,18,18	3
1,28,35,56	3
1,3,10,10,15,36,45	3
1,3,20,48,48	3
1,3,3,3,6,8,12,12,12,12,24,24	3
1,3,3,4,4,6,6,9,12,36,36	3
1,3,3,4,4,9,12,12,18,18,36	3
1,3,3,6,6,8,9,12,18,18,36	3
1,3,4,4,4,4,4,24,24,24,24	3
1,3,4,4,6,6,24,24,24,24	3
1,3,5,6,10,10,10,15,30,30	3
1,3,5,6,15,15,15,15,15,30	3
1,51,68	3
1,7,14,21,35,42	3
1,7,28,28,28,28	3
1,7,28,28,56	3
1,7,7,7,7,7,21,21,21,21	3
12,12,12,12,12,12,12,12,24	3
12,12,16,16,16,16,32	3
12,12,24,36,36	3
2,12,12,12,12,20,20,30	3
2,2,16,16,16,16,20,32	3
2,2,16,16,20,32,32	3
2,2,2,10,10,10,10,10,16,16,16,16	3
2,2,2,10,10,10,16,16,20,32	3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16	3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4	3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8	3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,16,16,16,16	3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8	3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	3
2,2,2,2,2,2,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8,8,8,8	3
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6	3
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,6,6,6,6,8,8,8,8,12	3
2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,8,8,8,8,8,8,12,12	3
2,2,2,2,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,12,12,12	3
2,2,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,16,16,16	3
2,2,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8,8,8,16	3
2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,32	3
2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,12,12,12,12,12,12	3
2,2,2,2,2,2,4,4,4,4,4,4,12,12,12,16,16,16	3
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	3
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,16,16	3
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,16,16,16	3
2,2,2,2,2,2,4,4,4,4,6,6,8,8,8,16,16,24	3
2,2,2,4,5,5,5,5,10,10,10,20,20,20	3
2,2,2,6,6,6,6,6,6,6,6,6,12,12,12,24	3
2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,12	3
2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	3
2,2,4,16,16,16,16,16,16,16	3
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16	3
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	3
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,16,16	3
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	3
2,2,4,4,4,4,4,4,8,12,16,16,16,24	3
2,2,4,4,6,6,6,6,6,6,12,12,24,24	3
2,2,4,8,8,8,8,8,8,8,8,8,8,32	3
2,2,6,6,6,6,6,6,8,24,24,24	3
2,3,3,6,6,6,6,6,6,12,16,48	3
2,4,6,6,6,12,12,12,12,12,18,18	3
2,4,6,6,6,12,12,12,18,18,24	3
2,4,6,6,6,6,6,12,24,24,24	3
2,4,6,6,6,6,6,6,6,12,12,12,12,12,12	3
2,4,6,6,6,6,6,6,6,6,6,12,12,12,12,12	3
2,6,12,12,16,16,16,16,24	3
2,6,6,6,18,18,64	3
2,6,6,6,6,6,12,12,32,32	3
2,6,6,6,6,6,6,6,6,6,64	3
2,6,6,6,6,6,6,6,6,6,8,8,24,24	3
20,20,20,20,20,20	3
3,3,3,3,3,6,6,6,6,9,18,18,18,18	3
3,3,3,3,3,6,6,6,6,9,9,9,18,18,18	3
3,3,3,3,9,18,27,27,27	3
3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9	3
3,3,4,6,8,24,24,48	3
3,3,6,9,9,9,27,54	3
36,36,48	3
4,16,16,20,64	3
4,4,12,12,12,12,16,24,24	3
4,4,16,16,16,16,24,24	3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,16,16	3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,16	3
4,4,4,4,6,6,8,12,12,12,12,12,24	3
4,4,4,6,6,6,6,6,6,6,6,12,12,12,12,12	3
4,4,6,6,8,8,12,12,12,24,24	3
4,4,8,8,12,12,12,12,12,12,24	3
4,6,6,6,6,8,12,12,12,12,12,24	3
4,6,6,6,6,8,12,12,12,48	3
6,6,12,24,24,48	3
6,6,6,6,12,12,12,12,24,24	3
6,6,6,6,8,8,8,24,24,24	3
8,16,24,24,24,24	3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3	2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6	2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8	2
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	2
1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5	2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8	2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8	2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8	2
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,1,1,1,1,2,2,2,2,4,4,8,8,8,8,8,8,8,8,16,16	2
1,1,1,1,1,1,1,1,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16	2
1,1,1,1,1,1,1,1,2,2,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	2
1,1,1,1,1,1,1,1,4,4,4,4,8,8,8,8,8,8,8,8,16,16	2
1,1,1,1,1,1,1,1,8,8,8,8,16,16,16,16,16	2
1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,16,16,16	2
1,1,1,1,1,1,10,10,10,10,10,16,16,16,16	2
1,1,1,1,1,1,2,2,2,4,4,4,8,8,8,8,16,16,16,16	2
1,1,1,1,1,1,2,2,2,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,1,1,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	2
1,1,1,1,16,16,16,16,16,16,20	2
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8	2
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,16,16	2
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,16,16,16,16	2
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	2
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16	2
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	2
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	2
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,16,16,16	2
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,16,16,16	2
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,16,16,32	2
1,1,1,1,2,2,2,2,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,2,2,2,2,4,8,8,8,8,8,8,8,8,8,32	2
1,1,1,1,2,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,16,16,32	2
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16	2
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8,16,16,16,16	2
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,16,16,16	2
1,1,1,1,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,16	2
1,1,1,1,2,2,4,4,8,8,8,8,8,8,8,16,32	2
1,1,1,1,2,2,4,4,8,8,8,8,8,8,8,8,8,8,8,16	2
1,1,1,1,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6	2
1,1,1,1,3,3,3,3,4,4,12,12,12,12,12,12,12,12	2
1,1,1,1,3,3,3,3,6,6,6,6,6,6,8,12,12,12,12,12	2
1,1,1,1,3,3,3,3,6,6,8,12,12,12,12,12,12,12	2
1,1,1,1,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16,16	2
1,1,1,1,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8	2
1,1,1,18,18,27,27,27	2
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9	2
1,1,1,3,3,3,6,6,12,12,12,12,12,12,12,12	2
1,1,1,3,6,9,9,9,9,18,18,18,18	2
1,1,1,9,9,18,27,27,27	2
1,1,1,9,9,9,9,27,27,27	2
1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9	2
1,1,12,12,12,12,15,15,20,20	2
1,1,12,12,15,15,20,20,24	2
1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,16,16,16,16	2
1,1,2,2,2,4,4,4,4,16,16,16,16,16,16	2
1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,16,16,32	2
1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,8,16,16,16,16	2
1,1,2,2,2,4,4,4,4,8,8,8,8,16,16,32	2
1,1,2,2,2,4,4,8,16,16,16,16,16,16	2
1,1,2,2,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,12,12,12	2
1,1,2,2,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	2
1,1,2,3,3,4,4,6,12,12,12,12,12,12,24	2
1,1,2,3,3,6,6,6,6,6,8,12,12,12,12,24	2
1,1,2,4,16,16,16,16,16,16,16	2
1,1,2,4,4,4,4,4,8,8,8,8,16,16,32	2
1,1,3,3,16,24,24,24,24	2
1,1,3,3,3,3,3,3,4,12,12,12,12,12,18,18	2
1,1,3,3,3,3,3,3,4,6,6,6,6,6,6,12,12,12,12,12	2
1,1,3,3,4,12,24,24,24,24	2
1,1,3,3,4,4,4,4,12,12,24,24,24	2
