orbit_lengths	representatives
2,6,6,6,16,36,48	16
36,84	16
4,4,12,36,64	16
4,4,4,6,6,6,6,12,18,18,18,18	16
4,4,6,6,16,24,24,36	16
4,6,20,20,30,40	16
4,6,20,30,30,30	16
4,6,6,8,48,48	16
6,10,10,30,64	16
6,18,36,60	16
6,6,20,24,24,40	16
8,28,28,56	16
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,16,16,16,16	15
1,1,1,1,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8,16,16	15
1,1,1,1,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,16,16	15
1,1,1,1,4,4,8,8,8,12,24,24,24	15
1,1,1,3,6,9,9,9,18,18,18,27	15
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,16,16,16,16	15
1,1,2,4,4,12,16,16,32,32	15
1,1,2,4,4,4,4,6,6,12,12,32,32	15
1,1,4,10,20,20,64	15
1,1,4,9,9,12,12,12,24,36	15
1,2,3,6,9,18,18,18,18,27	15
1,3,4,8,8,48,48	15
1,3,5,6,15,30,30,30	15
1,3,8,12,24,24,48	15
10,10,50,50	15
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	15
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8	15
2,2,2,2,2,2,8,8,8,8,12,16,16,16,16	15
2,2,2,2,4,4,4,4,4,4,4,12,12,12,12,12,12,12	15
2,2,2,2,4,4,4,6,6,6,6,8,8,8,8,8,8,8,8,12	15
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	15
1,1,1,1,2,2,2,2,2,2,8,8,8,8,8,16,16,16,16	14
1,1,1,1,2,2,4,8,12,16,16,24,32	14
1,1,1,1,2,2,8,8,8,8,16,16,16,16,16	14
1,1,1,1,4,4,6,6,8,12,12,16,16,16,16	14
1,1,16,18,18,18,48	14
1,1,2,2,3,3,3,3,6,6,6,6,9,9,12,12,18,18	14
1,1,3,3,12,12,12,12,16,48	14
1,1,3,3,4,6,6,12,12,24,24,24	14
1,1,4,9,9,12,12,18,18,36	14
1,1,6,12,12,12,12,64	14
1,1,6,6,12,12,18,32,32	14
1,2,27,36,54	14
1,3,8,12,24,72	14
14,42,64	14
2,2,2,10,10,10,20,32,32	14
2,2,2,10,10,10,20,64	14
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	14
2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,6,6,6,6,12,12,12,12	14
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	14
2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,16	14
2,2,2,2,2,2,4,4,6,6,6,6,12,32,32	14
2,2,2,2,4,4,4,6,6,6,6,12,16,16,32	14
2,2,2,2,4,4,8,8,8,8,8,8,8,8,8,32	14
2,2,20,32,64	14
2,2,4,4,4,4,4,4,4,4,4,4,4,8,16,16,32	14
2,2,6,6,6,6,8,12,12,12,24,24	14
2,3,3,3,3,4,6,6,6,6,12,12,18,36	14
2,4,4,6,8,48,48	14
2,4,6,6,6,6,6,12,12,12,12,12,24	14
3,4,8,9,24,72	14
4,12,12,12,20,60	14
4,4,12,12,12,12,64	14
4,4,12,12,16,16,24,32	14
4,4,4,4,4,4,4,4,4,8,8,12,12,12,16,16	14
4,4,4,4,8,12,12,12,12,24,24	14
4,4,4,8,8,8,8,8,12,16,16,24	14
4,4,6,6,12,12,12,16,24,24	14
4,4,6,6,8,12,16,16,24,24	14
4,4,6,6,8,12,24,24,32	14
4,6,6,20,24,60	14
4,6,6,8,96	14
6,12,12,18,18,18,36	14
6,18,18,18,24,36	14
8,16,16,16,16,24,24	14
8,28,84	14
1,1,1,1,4,4,4,4,4,4,4,8,8,8,16,16,16,16	13
1,1,2,2,2,4,4,4,4,4,4,8,8,8,16,16,16,16	13
1,1,2,2,6,6,9,9,12,12,12,12,18,18	13
1,1,2,4,4,4,4,4,16,16,64	13
1,1,2,4,4,4,8,8,8,16,16,16,32	13
1,1,2,4,8,8,8,8,16,16,16,16,16	13
12,12,12,12,12,20,20,20	13
12,12,12,20,24,40	13
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	13
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,16,16	13
2,2,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,8,8,16,16	13
2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,16,16,16	13
2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,6,6,6,6,12,12,12	13
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,16,16,16	13
2,2,2,2,4,4,4,6,6,8,8,8,8,12,12,16,16	13
2,2,2,4,10,10,10,20,20,20,20	13
2,2,2,6,6,12,12,12,12,18,18,18	13
2,2,2,6,6,6,12,12,12,12,12,12,24	13
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16	13
2,2,4,4,8,8,8,8,12,32,32	13
4,4,4,4,8,12,12,12,12,12,12,12,12	13
4,4,4,6,6,12,12,24,48	13
8,8,8,12,12,24,48	13
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	12
1,1,1,1,1,1,1,1,4,4,4,4,4,4,8,8,8,16,16,16,16	12
1,1,1,1,1,1,1,1,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8	12
1,1,1,1,1,1,1,1,4,4,8,16,16,16,16,16,16	12
1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8	12
1,1,1,1,4,4,12,16,16,32,32	12
1,1,1,1,4,4,4,8,8,8,8,8,8,8,16,16,16	12
1,1,1,9,27,27,27,27	12
1,1,18,18,18,64	12
1,1,2,2,2,2,2,4,4,4,4,4,4,4,8,8,16,16,32	12
1,1,2,2,2,4,4,4,4,4,4,4,4,8,8,16,16,32	12
1,1,2,4,4,4,4,4,8,8,16,16,16,16,16	12
1,1,4,4,5,5,20,20,20,40	12
1,1,6,6,6,6,6,6,16,18,48	12
1,3,4,4,4,8,48,48	12
1,3,5,6,15,30,60	12
1,5,9,15,15,15,15,45	12
1,7,56,56	12
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	12
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8	12
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,12	12
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16	12
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	12
2,2,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8	12
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,64	12
2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,32,32	12
2,2,2,2,2,2,4,4,12,12,12,16,16,16,16	12
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	12
2,2,2,2,2,2,8,8,8,8,12,64	12
2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	12
2,2,2,2,4,6,6,6,6,8,8,8,12,24,24	12
2,2,2,2,4,8,8,12,16,32,32	12
2,2,6,6,8,8,8,8,16,24,32	12
2,4,4,6,6,6,8,12,12,12,12,12,24	12
2,4,6,12,12,12,12,12,12,12,24	12
20,20,40,40	12
3,3,3,3,4,4,4,8,8,8,24,24,24	12
4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16	12
4,4,4,4,6,6,6,6,6,6,6,6,8,12,12,12,12	12
4,4,8,8,8,8,8,8,8,8,8,8,32	12
4,8,12,12,12,12,12,24,24	12
4,8,12,24,24,24,24	12
6,6,12,24,72	12
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	11
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,16	11
1,1,1,1,2,2,2,2,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	11
1,1,1,1,2,2,2,2,4,8,8,8,16,16,16,16,16	11
1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,6,6,12,12,12,12,12	11
1,1,1,1,2,2,4,4,4,12,12,12,32,32	11
1,1,1,1,2,2,4,4,4,6,6,6,6,12,16,16,16,16	11
1,1,1,1,2,2,4,4,4,8,8,12,12,12,24,24	11
1,1,1,1,3,3,3,3,4,4,4,4,4,4,8,12,12,12,12,12,12	11
1,1,1,1,4,4,4,4,6,6,8,8,12,12,16,16,16	11
1,1,1,1,4,4,8,12,16,16,24,32	11
1,1,1,1,8,12,32,32,32	11
1,1,2,2,2,2,2,4,4,4,4,4,8,8,8,16,16,16,16	11
1,1,2,2,2,4,4,4,4,4,4,4,4,8,8,16,16,16,16	11
1,1,2,2,4,5,5,10,10,10,10,20,20,20	11
1,1,2,3,3,4,4,4,4,6,8,8,12,12,24,24	11
1,1,2,4,4,4,4,4,8,8,8,8,16,16,16,16	11
1,1,2,4,4,4,8,8,8,8,8,16,16,32	11
1,1,3,3,4,4,6,6,6,8,12,12,12,18,24	11
1,1,3,3,6,6,12,12,12,16,48	11
1,1,3,3,6,6,6,6,6,8,8,18,24,24	11
1,1,3,3,8,8,48,48	11
1,1,4,4,5,5,10,10,20,20,20,20	11
1,1,6,6,6,12,12,12,64	11
1,3,5,5,5,6,10,10,15,15,15,30	11
1,56,63	11
2,12,12,12,16,16,16,16,18	11
2,12,12,12,16,16,18,32	11
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	11
2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,32,32	11
2,2,2,2,2,2,4,4,12,12,12,32,32	11
2,2,2,2,2,2,4,4,4,8,8,8,8,8,8,16,32	11
2,2,2,2,2,2,8,12,24,32,32	11
2,2,2,2,4,6,6,8,24,32,32	11
2,2,2,2,4,6,6,8,8,8,24,24,24	11
2,2,2,6,6,6,6,6,6,6,12,12,12,12,12,12	11
2,2,4,4,4,4,4,4,4,4,12,12,12,16,16,16	11
2,2,4,4,4,4,4,4,6,6,8,16,16,16,24	11
2,3,3,3,3,6,6,6,6,8,8,18,24,24	11
2,4,10,10,10,20,32,32	11
2,4,4,4,4,6,6,6,6,6,6,12,12,12,12,18	11
2,4,4,6,6,6,6,8,12,12,12,18,24	11
2,4,6,6,6,6,6,12,12,12,24,24	11
2,6,16,24,24,24,24	11
2,6,6,6,6,6,6,6,12,16,48	11
2,6,6,6,6,6,6,6,8,8,12,24,24	11
20,100	11
4,4,12,12,12,12,32,32	11
4,4,4,12,12,36,48	11
4,4,4,12,24,72	11
4,4,4,4,12,12,24,24,32	11
4,4,4,4,4,4,4,6,6,8,12,12,12,12,24	11
4,4,4,6,6,8,16,16,16,16,24	11
4,4,6,6,6,6,8,8,12,12,12,12,12,12	11
4,6,10,10,20,20,20,30	11
4,6,10,10,20,30,40	11
4,6,6,8,12,36,48	11
6,10,10,16,30,48	11
6,6,10,10,12,12,20,20,24	11
6,6,6,6,8,8,24,24,32	11
6,6,6,6,8,8,8,12,12,12,12,12,12	11
1,1,1,1,1,1,1,1,16,16,16,16,16,16,16	10
1,1,1,1,1,1,1,1,8,8,16,16,16,16,16,16	10
1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,8,16,16,16,16	10
1,1,1,1,1,1,2,2,2,4,8,8,8,8,8,16,16,16,16	10
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,16,16	10
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,16,16	10
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8	10
1,1,1,1,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,8,16,16	10
1,1,1,1,2,2,2,2,4,8,8,8,8,8,8,8,16,32	10
1,1,1,1,2,2,2,2,8,8,8,8,12,32,32	10
1,1,1,1,2,2,4,4,4,4,8,8,16,16,16,16,16	10
1,1,1,1,4,4,4,4,4,8,8,8,8,8,8,16,16,16	10
1,1,1,1,4,4,4,4,4,8,8,8,8,8,8,8,8,16,16	10
1,1,1,1,4,4,4,4,6,6,12,12,32,32	10
1,1,1,1,4,4,4,4,6,6,8,8,12,12,24,24	10
1,1,1,1,4,4,8,8,12,16,32,32	10
1,1,2,2,6,6,9,9,12,12,18,18,24	10
1,1,2,20,32,64	10
1,1,2,4,16,16,16,64	10
1,1,2,4,4,12,32,32,32	10
1,1,3,3,4,6,6,12,12,12,12,24,24	10
1,2,3,4,6,8,24,24,48	10
1,3,4,8,8,24,24,48	10
10,10,24,36,40	10
10,30,30,50	10
12,12,12,12,12,12,12,12,12,12	10
12,20,24,32,32	10
16,20,36,48	10
2,2,2,2,2,2,12,16,16,16,16,16,16	10
2,2,2,2,2,2,12,32,32,32	10
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	10
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,16,16,16,16	10
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	10
2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,16,16,16,16	10
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,16	10
2,2,2,2,2,2,2,2,4,4,8,8,8,8,8,8,16,16,16	10
2,2,2,2,2,2,2,2,4,8,8,8,8,12,12,12,16,16	10
2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,16,32	10
2,2,2,2,2,2,4,4,12,12,12,16,16,32	10
2,2,2,2,2,2,4,4,4,4,4,4,8,8,12,12,12,16,16	10
2,2,2,2,4,4,4,8,8,8,8,8,8,8,8,12,12,12	10
2,2,2,6,6,12,12,18,18,18,24	10
2,2,2,6,6,6,12,12,12,12,12,12,12,12	10
2,2,3,3,3,3,4,4,4,4,8,8,12,12,24,24	10
2,4,4,6,8,12,12,24,24,24	10
2,4,6,6,6,6,6,12,12,12,12,12,12,12	10
2,6,6,6,12,24,32,32	10
2,6,6,6,6,6,12,12,16,48	10
2,6,6,6,8,8,12,24,24,24	10
20,36,64	10
3,3,3,3,8,8,8,12,24,24,24	10
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8	10
4,4,4,4,4,8,8,8,8,8,8,12,12,12,16	10
4,6,6,8,24,24,48	10
6,10,10,10,18,18,18,30	10
6,6,18,18,18,18,18,18	10
6,6,18,18,18,18,36	10
8,8,8,8,8,8,8,8,8,8,8,8,8,16	10
1,1,1,1,1,1,1,1,2,2,4,8,8,8,8,8,16,16,16,16	9
1,1,1,1,1,1,1,1,4,4,4,4,16,16,16,16,16,16	9
1,1,1,1,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,16,16	9
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16	9
1,1,1,1,2,2,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	9
1,1,1,1,20,32,32,32	9
1,1,1,1,4,8,8,8,8,8,8,16,16,32	9
1,1,1,1,8,8,8,8,12,24,24,24	9
1,1,2,12,15,15,20,24,30	9
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,32,32	9
1,1,2,2,2,2,2,4,4,4,4,4,4,4,8,8,16,16,16,16	9
1,1,2,2,2,4,4,4,12,12,12,16,48	9
1,1,2,2,2,4,4,4,12,12,12,64	9
1,1,2,2,2,4,4,8,8,8,8,8,16,16,16,16	9
1,1,3,3,4,4,8,24,24,24,24	9
1,1,3,3,6,6,8,8,12,12,12,24,24	9
1,1,3,3,8,8,12,12,12,12,24,24	9
1,1,3,3,8,8,24,24,48	9
1,1,4,6,6,6,6,6,6,9,9,12,12,36	9
1,1,6,12,12,12,12,32,32	9
1,1,6,6,6,6,6,6,18,64	9
1,3,6,6,8,48,48	9
12,12,12,12,36,36	9
2,2,2,10,20,20,32,32	9
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,64	9
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,8,8,8,8,16,16	9
2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,64	9
2,2,2,2,2,2,2,2,8,8,8,16,16,16,32	9
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,16,16,32	9
2,2,2,2,2,2,4,4,6,6,12,12,16,16,16,16	9
2,2,2,2,2,2,4,4,6,6,6,6,8,8,12,24,24	9
2,2,2,2,2,2,4,4,6,6,8,8,12,12,24,24	9
2,2,2,2,2,2,4,4,6,6,8,8,8,8,12,12,16,16	9
2,2,2,2,2,2,4,4,8,8,12,12,12,16,16,16	9
2,2,2,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,16	9
2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	9
2,2,2,2,4,4,4,4,4,6,6,6,6,8,12,12,12,24	9
2,2,2,2,4,4,4,4,4,8,12,12,12,12,12,24	9
2,2,2,2,4,4,4,6,6,6,6,8,8,8,8,12,16,16	9
2,2,2,2,4,6,6,8,16,16,16,16,24	9
2,2,2,2,4,6,6,8,8,8,12,12,16,16,16	9
2,2,2,2,4,8,8,8,8,8,12,12,12,16,16	9
2,2,2,2,8,8,8,8,8,8,8,8,16,32	9
2,2,2,6,6,6,6,6,6,6,6,6,12,12,12,12,12	9
2,2,4,4,6,6,12,12,24,24,24	9
2,2,4,4,6,6,8,8,8,8,8,8,8,12,12,16	9
2,2,4,4,8,8,8,8,8,12,12,12,16,16	9
2,24,24,30,40	9
2,4,10,16,16,20,20,32	9
2,4,4,4,4,6,24,24,24,24	9
2,6,6,6,16,18,18,48	9
2,6,6,6,6,6,8,8,12,12,24,24	9
2,6,8,8,12,12,24,48	9
28,36,56	9
3,3,3,3,4,8,8,8,8,24,24,24	9
3,3,4,4,4,6,8,16,24,48	9
3,3,6,12,24,24,48	9
4,4,4,4,4,8,8,8,8,8,8,8,8,12,12,12	9
4,4,4,6,6,48,48	9
4,4,4,6,6,96	9
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8	8
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8	8
1,1,1,1,1,1,1,1,4,4,4,4,8,8,8,8,16,16,16,16	8
1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,6,6,6,12,12,12,12,12	8
1,1,1,1,1,1,2,4,4,4,6,6,6,6,12,16,16,16,16	8
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,16,16,16,16	8
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	8
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,32,32	8
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16	8
1,1,1,1,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8,8,8,8,8	8
1,1,1,1,2,2,2,2,4,8,8,8,8,8,8,8,16,16,16	8
1,1,1,1,2,2,4,4,4,4,4,4,8,8,8,16,16,32	8
1,1,1,1,2,3,3,3,3,3,3,3,3,6,6,6,6,6,6,9,9,9,9,18	8
1,1,1,1,4,4,4,4,4,4,8,12,16,16,16,24	8
1,1,1,1,4,4,4,4,4,8,8,8,8,8,8,16,32	8
1,1,1,1,4,4,4,8,8,8,8,8,8,8,16,32	8
1,1,1,3,3,3,3,6,6,6,6,9,18,18,18,18	8
1,1,1,3,3,3,9,9,9,9,9,9,9,9,9,27	8
1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,16,16,16,16	8
1,1,2,2,2,2,2,4,4,4,8,8,8,8,32,32	8
1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,6,12,12,12,12,12	8
1,1,2,2,2,4,4,4,4,16,16,64	8
1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,32,32	8
1,1,2,2,2,4,4,4,6,6,6,6,12,16,16,16,16	8
1,1,2,2,3,3,3,3,6,6,6,6,6,6,6,6,9,9,18,18	8
1,1,2,3,3,6,6,6,8,12,12,12,12,12,24	8
1,1,2,4,4,8,12,24,32,32	8
1,1,2,4,4,8,8,8,12,24,24,24	8
1,1,3,3,12,16,36,48	8
1,1,3,3,4,12,12,12,36,36	8
1,1,3,3,4,6,6,12,24,24,36	8
1,1,3,3,4,6,6,6,6,12,12,12,12,12,24	8
1,1,4,10,10,10,20,64	8
1,1,4,6,6,9,9,12,12,24,36	8
1,1,6,12,16,36,48	8
1,1,6,12,36,64	8
1,1,6,16,16,24,24,32	8
1,1,6,6,12,12,16,16,18,32	8
1,1,6,6,6,12,12,12,16,48	8
1,1,6,6,6,6,6,6,18,32,32	8
1,3,15,18,18,20,45	8
1,3,3,3,5,10,10,10,15,15,15,30	8
1,3,3,4,4,9,12,12,36,36	8
1,3,3,6,6,8,9,12,36,36	8
1,3,3,8,9,12,12,18,18,36	8
1,3,4,4,4,4,4,96	8
1,3,4,4,4,8,96	8
16,16,24,32,32	8
2,2,2,10,10,10,10,10,64	8
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,16,16,16,16	8
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	8
2,2,2,2,2,2,2,2,2,2,4,4,4,8,8,8,8,8,8,8,8,8,8,8	8
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,32,32	8
2,2,2,2,2,2,4,4,8,8,8,8,8,8,12,12,12,16	8
2,2,2,2,2,2,8,8,8,12,24,24,24	8
2,2,2,3,3,3,3,3,3,3,3,6,6,6,6,6,6,18,18,18	8
2,2,2,4,10,10,10,10,10,10,10,10,10,20	8
2,2,2,4,10,10,10,10,10,20,20,20	8
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	8
2,2,4,4,6,6,12,12,12,12,24,24	8
2,2,4,4,8,8,12,16,16,16,32	8
2,2,6,6,6,6,6,6,8,12,12,24,24	8
2,2,8,8,8,12,16,16,16,16,16	8
2,4,4,5,5,5,5,10,20,20,20,20	8
2,4,6,6,6,12,12,12,24,36	8
2,4,6,6,6,12,12,36,36	8
2,4,6,6,6,12,24,24,36	8
2,4,6,6,6,24,24,48	8
2,6,12,18,18,64	8
2,6,16,16,16,16,24,24	8
2,6,6,6,12,12,12,16,16,32	8
2,6,6,6,36,64	8
2,6,6,6,6,6,6,16,16,16,16,18	8
3,3,16,20,30,48	8
3,3,3,3,9,9,18,18,27,27	8
3,3,4,4,4,6,8,8,8,24,24,24	8
3,3,6,18,18,18,27,27	8
3,3,6,9,18,27,54	8
3,3,6,9,9,9,9,9,9,54	8
4,4,16,16,24,24,32	8
4,4,4,4,4,4,12,12,12,12,12,12,12,12	8
4,4,4,4,8,12,12,24,24,24	8
5,5,10,25,25,50	8
6,6,12,12,20,24,40	8
6,6,6,6,10,10,10,10,12,12,12,20	8
8,8,24,24,24,32	8
8,8,8,8,8,8,8,8,8,16,32	8
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	7
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,8,16,16,16,16	7
1,1,1,1,1,1,1,1,2,2,4,4,4,8,8,8,8,16,16,16,16	7
1,1,1,1,1,1,1,1,2,2,4,8,8,8,8,8,8,8,8,8,16,16	7
1,1,1,1,1,1,1,1,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8	7
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,16,16	7
1,1,1,1,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8	7
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,8,8,16,16,32	7
1,1,1,1,2,2,2,2,4,4,4,4,4,8,8,8,16,16,32	7
1,1,1,1,2,2,2,2,4,4,4,4,4,8,8,8,8,8,8,8,8,8,16	7
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,32,32	7
1,1,1,1,2,2,4,4,4,4,4,4,4,4,8,8,16,16,32	7
1,1,1,1,2,2,4,6,6,8,8,8,8,8,12,12,16,16	7
1,1,1,1,2,6,6,6,6,9,9,9,9,12,12,12,18	7
1,1,1,27,27,27,36	7
1,1,12,16,16,18,24,32	7
1,1,2,2,10,10,10,20,64	7
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,32,32	7
1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,16,16,32	7
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,16,16,32	7
1,1,2,2,2,2,2,2,2,4,4,4,4,8,8,8,16,16,16,16	7
1,1,2,2,2,2,2,3,3,4,4,4,4,6,6,6,8,12,12,12,24	7
1,1,2,2,2,2,2,4,4,4,8,8,8,8,64	7
1,1,2,2,2,2,2,4,4,6,6,6,6,12,16,16,32	7
1,1,2,2,2,2,2,4,8,8,8,16,16,16,16,16	7
1,1,2,2,2,4,4,4,4,16,16,32,32	7
1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,64	7
1,1,2,2,2,4,4,4,4,8,8,8,8,16,16,16,16	7
1,1,2,2,2,8,8,8,8,16,32,32	7
1,1,2,2,6,6,6,6,9,9,12,12,12,18,18	7
1,1,4,10,20,20,32,32	7
1,1,6,12,12,16,16,24,32	7
1,3,3,3,5,15,15,15,30,30	7
1,3,4,4,12,24,72	7
1,7,28,84	7
12,12,16,16,32,32	7
2,2,2,2,2,10,10,10,10,10,20,20,20	7
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	7
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8	7
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	7
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,16,16	7
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,16,16,32	7
2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,8,8,24,24	7
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	7
